strain,protein,EBC_ID,AD_best_rank,AF_best_rank,AD_n_halogen_bond,AF_n_halogen_bond,AD_n_hbond,AF_n_hbond,AD_n_hydrophobic,AF_n_hydrophobic,AD_n_metal_complex,AF_n_metal_complex,AD_n_pi_cation,AF_n_pi_cation,AD_n_pi_stack,AF_n_pi_stack,AD_n_salt_bridge,AF_n_salt_bridge,AD_n_water_bridge,AF_n_water_bridge,AD_total_interactions,AF_total_interactions,AD_minus_AF_total_interactions,AD_minus_AF_n_hydrophobic,AD_minus_AF_n_hbond,AD_minus_AF_n_water_bridge,AD_minus_AF_n_salt_bridge,AD_minus_AF_n_pi_stack,AD_minus_AF_n_pi_cation,AD_minus_AF_n_halogen_bond,AD_minus_AF_n_metal_complex
congo,OPG027,EBC-00606,,27.0,,0.0,,2.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-00645,20.0,,10.0,,51.0,,76.0,,0.0,,0.0,,1.0,,9.0,,0.0,,147.0,,147.0,76.0,51.0,0.0,9.0,1.0,0.0,10.0,0.0
congo,OPG027,EBC-00649,16.0,,12.0,,59.0,,90.0,,0.0,,0.0,,3.0,,7.0,,0.0,,171.0,,171.0,90.0,59.0,0.0,7.0,3.0,0.0,12.0,0.0
congo,OPG027,EBC-00662,,41.0,,0.0,,2.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-00694,83.0,,6.0,,71.0,,128.0,,0.0,,1.0,,2.0,,22.0,,0.0,,230.0,,230.0,128.0,71.0,0.0,22.0,2.0,1.0,6.0,0.0
congo,OPG027,EBC-00696,91.0,,2.0,,46.0,,136.0,,0.0,,0.0,,6.0,,3.0,,0.0,,193.0,,193.0,136.0,46.0,0.0,3.0,6.0,0.0,2.0,0.0
congo,OPG027,EBC-00698,,59.0,,0.0,,3.0,,3.0,,0.0,,0.0,,2.0,,0.0,,0.0,,8.0,-8.0,-3.0,-3.0,0.0,0.0,-2.0,0.0,0.0,0.0
congo,OPG027,EBC-00703,,94.0,,0.0,,2.0,,3.0,,0.0,,0.0,,0.0,,1.0,,0.0,,6.0,-6.0,-3.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-00711,18.0,,0.0,,21.0,,126.0,,0.0,,0.0,,0.0,,8.0,,0.0,,155.0,,155.0,126.0,21.0,0.0,8.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-00713,,68.0,,0.0,,2.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-02079,74.0,,0.0,,65.0,,81.0,,0.0,,1.0,,1.0,,13.0,,0.0,,161.0,,161.0,81.0,65.0,0.0,13.0,1.0,1.0,0.0,0.0
congo,OPG027,EBC-03035,,88.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-03068,,18.0,,0.0,,1.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-03080,,1.0,,0.0,,2.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-03107,,46.0,,0.0,,1.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-03137,,34.0,,0.0,,1.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-03141,,75.0,,0.0,,2.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-03144,,3.0,,0.0,,4.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.0,-7.0,-3.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-03154,,32.0,,0.0,,3.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,-6.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-03163,,2.0,,0.0,,2.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-03164,,87.0,,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-03209,,4.0,,0.0,,1.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,-3.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-03215,,24.0,,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-03229,,10.0,,0.0,,3.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-03270,,64.0,,0.0,,2.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-03367,,13.0,,0.0,,3.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-03375,,36.0,,0.0,,1.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-03563,,37.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-03569,,90.0,,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-03798,,47.0,,0.0,,2.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-03838,12.0,,0.0,,24.0,,133.0,,0.0,,0.0,,0.0,,1.0,,0.0,,158.0,,158.0,133.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-03839,86.0,,0.0,,58.0,,95.0,,0.0,,0.0,,0.0,,2.0,,0.0,,155.0,,155.0,95.0,58.0,0.0,2.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-03852,49.0,,0.0,,34.0,,106.0,,0.0,,0.0,,2.0,,0.0,,0.0,,142.0,,142.0,106.0,34.0,0.0,0.0,2.0,0.0,0.0,0.0
congo,OPG027,EBC-03865,15.0,,0.0,,27.0,,141.0,,0.0,,1.0,,0.0,,1.0,,0.0,,170.0,,170.0,141.0,27.0,0.0,1.0,0.0,1.0,0.0,0.0
congo,OPG027,EBC-03989,,14.0,,0.0,,3.0,,2.0,,0.0,,0.0,,0.0,,2.0,,0.0,,7.0,-7.0,-2.0,-3.0,0.0,-2.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-04048,,100.0,,0.0,,2.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-04055,,69.0,,0.0,,2.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-04100,,12.0,,0.0,,1.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-04193,,71.0,,0.0,,2.0,,5.0,,0.0,,0.0,,0.0,,2.0,,0.0,,9.0,-9.0,-5.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-04248,82.0,,0.0,,69.0,,159.0,,0.0,,0.0,,2.0,,1.0,,0.0,,231.0,,231.0,159.0,69.0,0.0,1.0,2.0,0.0,0.0,0.0
congo,OPG027,EBC-04299,,79.0,,0.0,,3.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-04373,,76.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,2.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-06062,68.0,,0.0,,62.0,,117.0,,0.0,,0.0,,1.0,,9.0,,0.0,,189.0,,189.0,117.0,62.0,0.0,9.0,1.0,0.0,0.0,0.0
congo,OPG027,EBC-06111,11.0,,0.0,,32.0,,135.0,,0.0,,0.0,,0.0,,0.0,,0.0,,167.0,,167.0,135.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-06154,,5.0,,0.0,,3.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-06163,,31.0,,0.0,,3.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-06248,,91.0,,0.0,,2.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,-6.0,-4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-06295,,43.0,,0.0,,1.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-06620,,55.0,,0.0,,4.0,,2.0,,0.0,,0.0,,4.0,,0.0,,0.0,,10.0,-10.0,-2.0,-4.0,0.0,0.0,-4.0,0.0,0.0,0.0
congo,OPG027,EBC-06623,,9.0,,0.0,,4.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,-8.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-06648,,7.0,,0.0,,3.0,,0.0,,0.0,,0.0,,2.0,,0.0,,0.0,,5.0,-5.0,0.0,-3.0,0.0,0.0,-2.0,0.0,0.0,0.0
congo,OPG027,EBC-06755,,50.0,,0.0,,2.0,,7.0,,0.0,,1.0,,0.0,,0.0,,0.0,,10.0,-10.0,-7.0,-2.0,0.0,0.0,0.0,-1.0,0.0,0.0
congo,OPG027,EBC-06762,,23.0,,0.0,,2.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,-6.0,-4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-06794,,84.0,,0.0,,3.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,-6.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-06810,,86.0,,0.0,,1.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-06903,63.0,,0.0,,73.0,,132.0,,0.0,,0.0,,1.0,,12.0,,0.0,,218.0,,218.0,132.0,73.0,0.0,12.0,1.0,0.0,0.0,0.0
congo,OPG027,EBC-06974,,57.0,,0.0,,3.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-07138,,95.0,,0.0,,1.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-07144,,15.0,,0.0,,2.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,-3.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-07157,88.0,,0.0,,59.0,,70.0,,0.0,,2.0,,0.0,,28.0,,0.0,,159.0,,159.0,70.0,59.0,0.0,28.0,0.0,2.0,0.0,0.0
congo,OPG027,EBC-07205,,97.0,,0.0,,3.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.0,-7.0,-4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-07249,54.0,,0.0,,38.0,,95.0,,0.0,,1.0,,5.0,,2.0,,0.0,,141.0,,141.0,95.0,38.0,0.0,2.0,5.0,1.0,0.0,0.0
congo,OPG027,EBC-07280,,82.0,,0.0,,2.0,,4.0,,0.0,,0.0,,1.0,,0.0,,0.0,,7.0,-7.0,-4.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0
congo,OPG027,EBC-07462,32.0,,0.0,,63.0,,117.0,,0.0,,2.0,,2.0,,8.0,,0.0,,192.0,,192.0,117.0,63.0,0.0,8.0,2.0,2.0,0.0,0.0
congo,OPG027,EBC-07543,,16.0,,0.0,,1.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,-3.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-07557,50.0,,0.0,,66.0,,113.0,,0.0,,1.0,,5.0,,9.0,,0.0,,194.0,,194.0,113.0,66.0,0.0,9.0,5.0,1.0,0.0,0.0
congo,OPG027,EBC-07666,,52.0,,0.0,,3.0,,5.0,,0.0,,0.0,,2.0,,0.0,,0.0,,10.0,-10.0,-5.0,-3.0,0.0,0.0,-2.0,0.0,0.0,0.0
congo,OPG027,EBC-07667,,25.0,,0.0,,3.0,,3.0,,0.0,,0.0,,2.0,,0.0,,0.0,,8.0,-8.0,-3.0,-3.0,0.0,0.0,-2.0,0.0,0.0,0.0
congo,OPG027,EBC-07670,100.0,,0.0,,55.0,,116.0,,0.0,,1.0,,1.0,,0.0,,0.0,,173.0,,173.0,116.0,55.0,0.0,0.0,1.0,1.0,0.0,0.0
congo,OPG027,EBC-07672,,22.0,,0.0,,3.0,,3.0,,0.0,,0.0,,2.0,,0.0,,0.0,,8.0,-8.0,-3.0,-3.0,0.0,0.0,-2.0,0.0,0.0,0.0
congo,OPG027,EBC-07683,84.0,,0.0,,39.0,,148.0,,0.0,,0.0,,5.0,,11.0,,0.0,,203.0,,203.0,148.0,39.0,0.0,11.0,5.0,0.0,0.0,0.0
congo,OPG027,EBC-07707,,30.0,,0.0,,2.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.0,-7.0,-5.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-07973,96.0,,12.0,,72.0,,108.0,,0.0,,0.0,,0.0,,11.0,,0.0,,203.0,,203.0,108.0,72.0,0.0,11.0,0.0,0.0,12.0,0.0
congo,OPG027,EBC-07988,28.0,,2.0,,89.0,,151.0,,0.0,,2.0,,3.0,,28.0,,0.0,,275.0,,275.0,151.0,89.0,0.0,28.0,3.0,2.0,2.0,0.0
congo,OPG027,EBC-08121,,48.0,,0.0,,4.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,-6.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-08125,,73.0,,0.0,,1.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,-3.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-08254,,29.0,,0.0,,2.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-08302,,11.0,,0.0,,2.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-08457,,28.0,,0.0,,3.0,,2.0,,0.0,,0.0,,1.0,,0.0,,0.0,,6.0,-6.0,-2.0,-3.0,0.0,0.0,-1.0,0.0,0.0,0.0
congo,OPG027,EBC-08513,,39.0,,0.0,,5.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,-6.0,-1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-08587,41.0,,0.0,,33.0,,85.0,,0.0,,0.0,,0.0,,0.0,,0.0,,118.0,,118.0,85.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-08615,35.0,,0.0,,105.0,,106.0,,0.0,,0.0,,0.0,,20.0,,0.0,,231.0,,231.0,106.0,105.0,0.0,20.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-08651,,58.0,,0.0,,5.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,-8.0,-3.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-08667,,63.0,,0.0,,3.0,,3.0,,0.0,,0.0,,2.0,,0.0,,0.0,,8.0,-8.0,-3.0,-3.0,0.0,0.0,-2.0,0.0,0.0,0.0
congo,OPG027,EBC-08788,71.0,,0.0,,56.0,,128.0,,0.0,,1.0,,2.0,,7.0,,0.0,,194.0,,194.0,128.0,56.0,0.0,7.0,2.0,1.0,0.0,0.0
congo,OPG027,EBC-08871,,78.0,,0.0,,3.0,,2.0,,0.0,,0.0,,2.0,,0.0,,0.0,,7.0,-7.0,-2.0,-3.0,0.0,0.0,-2.0,0.0,0.0,0.0
congo,OPG027,EBC-08908,61.0,,2.0,,98.0,,120.0,,0.0,,0.0,,0.0,,10.0,,0.0,,230.0,,230.0,120.0,98.0,0.0,10.0,0.0,0.0,2.0,0.0
congo,OPG027,EBC-08915,19.0,,0.0,,47.0,,144.0,,0.0,,2.0,,0.0,,9.0,,0.0,,202.0,,202.0,144.0,47.0,0.0,9.0,0.0,2.0,0.0,0.0
congo,OPG027,EBC-09015,,42.0,,0.0,,2.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,-3.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-09085,89.0,,0.0,,69.0,,111.0,,0.0,,0.0,,3.0,,9.0,,0.0,,192.0,,192.0,111.0,69.0,0.0,9.0,3.0,0.0,0.0,0.0
congo,OPG027,EBC-09186,46.0,6.0,0.0,0.0,71.0,2.0,75.0,5.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,1.0,0.0,0.0,155.0,10.0,145.0,70.0,69.0,0.0,4.0,2.0,0.0,0.0,0.0
congo,OPG027,EBC-09202,29.0,,2.0,,75.0,,111.0,,0.0,,0.0,,1.0,,17.0,,0.0,,206.0,,206.0,111.0,75.0,0.0,17.0,1.0,0.0,2.0,0.0
congo,OPG027,EBC-108081,60.0,,2.0,,134.0,,72.0,,0.0,,0.0,,3.0,,42.0,,0.0,,253.0,,253.0,72.0,134.0,0.0,42.0,3.0,0.0,2.0,0.0
congo,OPG027,EBC-11029,42.0,,0.0,,99.0,,127.0,,0.0,,1.0,,3.0,,35.0,,0.0,,265.0,,265.0,127.0,99.0,0.0,35.0,3.0,1.0,0.0,0.0
congo,OPG027,EBC-11041,47.0,,0.0,,71.0,,89.0,,0.0,,0.0,,0.0,,3.0,,0.0,,163.0,,163.0,89.0,71.0,0.0,3.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-11230,23.0,,0.0,,88.0,,135.0,,0.0,,0.0,,1.0,,18.0,,0.0,,242.0,,242.0,135.0,88.0,0.0,18.0,1.0,0.0,0.0,0.0
congo,OPG027,EBC-11281,30.0,,25.0,,42.0,,82.0,,0.0,,0.0,,0.0,,12.0,,0.0,,161.0,,161.0,82.0,42.0,0.0,12.0,0.0,0.0,25.0,0.0
congo,OPG027,EBC-11364,36.0,,13.0,,90.0,,72.0,,0.0,,2.0,,1.0,,31.0,,0.0,,209.0,,209.0,72.0,90.0,0.0,31.0,1.0,2.0,13.0,0.0
congo,OPG027,EBC-11433,31.0,,14.0,,96.0,,84.0,,0.0,,0.0,,0.0,,9.0,,0.0,,203.0,,203.0,84.0,96.0,0.0,9.0,0.0,0.0,14.0,0.0
congo,OPG027,EBC-11443,43.0,,13.0,,58.0,,91.0,,0.0,,1.0,,3.0,,10.0,,0.0,,176.0,,176.0,91.0,58.0,0.0,10.0,3.0,1.0,13.0,0.0
congo,OPG027,EBC-118033,80.0,,5.0,,72.0,,90.0,,0.0,,0.0,,0.0,,13.0,,0.0,,180.0,,180.0,90.0,72.0,0.0,13.0,0.0,0.0,5.0,0.0
congo,OPG027,EBC-12036,78.0,,0.0,,72.0,,124.0,,0.0,,1.0,,3.0,,18.0,,0.0,,218.0,,218.0,124.0,72.0,0.0,18.0,3.0,1.0,0.0,0.0
congo,OPG027,EBC-12063,90.0,,0.0,,114.0,,50.0,,0.0,,1.0,,4.0,,28.0,,0.0,,197.0,,197.0,50.0,114.0,0.0,28.0,4.0,1.0,0.0,0.0
congo,OPG027,EBC-12084,75.0,,10.0,,91.0,,104.0,,0.0,,0.0,,1.0,,14.0,,0.0,,220.0,,220.0,104.0,91.0,0.0,14.0,1.0,0.0,10.0,0.0
congo,OPG027,EBC-12090,,62.0,,0.0,,2.0,,2.0,,0.0,,0.0,,0.0,,1.0,,0.0,,5.0,-5.0,-2.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-12412,24.0,,0.0,,105.0,,147.0,,0.0,,0.0,,0.0,,7.0,,0.0,,259.0,,259.0,147.0,105.0,0.0,7.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-12821,70.0,,0.0,,115.0,,78.0,,0.0,,2.0,,3.0,,27.0,,0.0,,225.0,,225.0,78.0,115.0,0.0,27.0,3.0,2.0,0.0,0.0
congo,OPG027,EBC-13002,62.0,,6.0,,78.0,,94.0,,0.0,,1.0,,0.0,,19.0,,0.0,,198.0,,198.0,94.0,78.0,0.0,19.0,0.0,1.0,6.0,0.0
congo,OPG027,EBC-13071,39.0,,0.0,,59.0,,142.0,,0.0,,0.0,,0.0,,0.0,,0.0,,201.0,,201.0,142.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-131022,59.0,,16.0,,76.0,,98.0,,0.0,,0.0,,1.0,,16.0,,0.0,,207.0,,207.0,98.0,76.0,0.0,16.0,1.0,0.0,16.0,0.0
congo,OPG027,EBC-13120,27.0,,0.0,,68.0,,110.0,,0.0,,1.0,,7.0,,25.0,,0.0,,211.0,,211.0,110.0,68.0,0.0,25.0,7.0,1.0,0.0,0.0
congo,OPG027,EBC-13190,,54.0,,0.0,,2.0,,8.0,,0.0,,0.0,,2.0,,0.0,,0.0,,12.0,-12.0,-8.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
congo,OPG027,EBC-13327,,8.0,,0.0,,4.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,-6.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-13579,51.0,,0.0,,94.0,,82.0,,0.0,,0.0,,0.0,,9.0,,0.0,,185.0,,185.0,82.0,94.0,0.0,9.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-13607,8.0,,0.0,,105.0,,166.0,,0.0,,5.0,,0.0,,14.0,,0.0,,290.0,,290.0,166.0,105.0,0.0,14.0,0.0,5.0,0.0,0.0
congo,OPG027,EBC-13712,,19.0,,0.0,,2.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,-6.0,-4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-13977,,40.0,,0.0,,1.0,,2.0,,0.0,,0.0,,0.0,,1.0,,0.0,,4.0,-4.0,-2.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-14193,,56.0,,0.0,,1.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
congo,OPG027,EBC-14214,98.0,,3.0,,50.0,,161.0,,0.0,,1.0,,3.0,,5.0,,0.0,,223.0,,223.0,161.0,50.0,0.0,5.0,3.0,1.0,3.0,0.0
congo,OPG027,EBC-145226,6.0,,0.0,,87.0,,119.0,,0.0,,0.0,,2.0,,10.0,,0.0,,218.0,,218.0,119.0,87.0,0.0,10.0,2.0,0.0,0.0,0.0
congo,OPG027,EBC-148031,65.0,,0.0,,81.0,,135.0,,0.0,,0.0,,2.0,,12.0,,0.0,,230.0,,230.0,135.0,81.0,0.0,12.0,2.0,0.0,0.0,0.0
congo,OPG027,EBC-149088,,53.0,,0.0,,3.0,,4.0,,0.0,,1.0,,0.0,,0.0,,0.0,,8.0,-8.0,-4.0,-3.0,0.0,0.0,0.0,-1.0,0.0,0.0
congo,OPG027,EBC-149094,33.0,,0.0,,57.0,,104.0,,0.0,,1.0,,1.0,,14.0,,0.0,,177.0,,177.0,104.0,57.0,0.0,14.0,1.0,1.0,0.0,0.0
congo,OPG027,EBC-152118,,74.0,,1.0,,1.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-2.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
