strain,protein,EBC_ID,AD_best_rank,AF_best_rank,AD_n_halogen_bond,AF_n_halogen_bond,AD_n_hbond,AF_n_hbond,AD_n_hydrophobic,AF_n_hydrophobic,AD_n_metal_complex,AF_n_metal_complex,AD_n_pi_cation,AF_n_pi_cation,AD_n_pi_stack,AF_n_pi_stack,AD_n_salt_bridge,AF_n_salt_bridge,AD_n_water_bridge,AF_n_water_bridge,AD_total_interactions,AF_total_interactions,AD_minus_AF_total_interactions,AD_minus_AF_n_hydrophobic,AD_minus_AF_n_hbond,AD_minus_AF_n_water_bridge,AD_minus_AF_n_salt_bridge,AD_minus_AF_n_pi_stack,AD_minus_AF_n_pi_cation,AD_minus_AF_n_halogen_bond,AD_minus_AF_n_metal_complex
sudan,OPG120,EBC-08788,30.0,,0.0,,48.0,,155.0,,0.0,,1.0,,3.0,,4.0,,0.0,,211.0,,211.0,155.0,48.0,0.0,4.0,3.0,1.0,0.0,0.0
sudan,OPG120,EBC-08828,93.0,,0.0,,60.0,,117.0,,0.0,,3.0,,1.0,,5.0,,0.0,,186.0,,186.0,117.0,60.0,0.0,5.0,1.0,3.0,0.0,0.0
sudan,OPG120,EBC-08915,8.0,,0.0,,26.0,,194.0,,0.0,,2.0,,0.0,,1.0,,0.0,,223.0,,223.0,194.0,26.0,0.0,1.0,0.0,2.0,0.0,0.0
sudan,OPG120,EBC-08943,,65.0,,0.0,,1.0,,11.0,,0.0,,0.0,,2.0,,0.0,,0.0,,14.0,-14.0,-11.0,-1.0,0.0,0.0,-2.0,0.0,0.0,0.0
sudan,OPG120,EBC-08947,,58.0,,0.0,,1.0,,15.0,,0.0,,0.0,,1.0,,0.0,,0.0,,17.0,-17.0,-15.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0
sudan,OPG120,EBC-08976,,39.0,,0.0,,2.0,,8.0,,0.0,,0.0,,0.0,,0.0,,0.0,,10.0,-10.0,-8.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
sudan,OPG120,EBC-09011,,67.0,,0.0,,4.0,,4.0,,0.0,,2.0,,0.0,,0.0,,0.0,,10.0,-10.0,-4.0,-4.0,0.0,0.0,0.0,-2.0,0.0,0.0
sudan,OPG120,EBC-09029,83.0,,10.0,,38.0,,125.0,,0.0,,1.0,,6.0,,6.0,,0.0,,186.0,,186.0,125.0,38.0,0.0,6.0,6.0,1.0,10.0,0.0
sudan,OPG120,EBC-09032,60.0,,8.0,,49.0,,95.0,,0.0,,1.0,,0.0,,7.0,,0.0,,160.0,,160.0,95.0,49.0,0.0,7.0,0.0,1.0,8.0,0.0
sudan,OPG120,EBC-09076,,40.0,,0.0,,2.0,,8.0,,0.0,,0.0,,1.0,,0.0,,0.0,,11.0,-11.0,-8.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0
sudan,OPG120,EBC-09207,,14.0,,0.0,,1.0,,2.0,,0.0,,1.0,,1.0,,0.0,,0.0,,5.0,-5.0,-2.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0
sudan,OPG120,EBC-108081,100.0,,1.0,,104.0,,112.0,,0.0,,2.0,,1.0,,17.0,,0.0,,237.0,,237.0,112.0,104.0,0.0,17.0,1.0,2.0,1.0,0.0
sudan,OPG120,EBC-11029,55.0,,0.0,,70.0,,149.0,,0.0,,1.0,,0.0,,10.0,,0.0,,230.0,,230.0,149.0,70.0,0.0,10.0,0.0,1.0,0.0,0.0
sudan,OPG120,EBC-11035,,41.0,,0.0,,3.0,,6.0,,0.0,,1.0,,0.0,,0.0,,0.0,,10.0,-10.0,-6.0,-3.0,0.0,0.0,0.0,-1.0,0.0,0.0
sudan,OPG120,EBC-11230,26.0,,0.0,,69.0,,174.0,,0.0,,0.0,,6.0,,5.0,,0.0,,254.0,,254.0,174.0,69.0,0.0,5.0,6.0,0.0,0.0,0.0
sudan,OPG120,EBC-11281,11.0,,25.0,,27.0,,133.0,,0.0,,2.0,,0.0,,2.0,,0.0,,189.0,,189.0,133.0,27.0,0.0,2.0,0.0,2.0,25.0,0.0
sudan,OPG120,EBC-11364,17.0,,12.0,,59.0,,108.0,,0.0,,4.0,,1.0,,14.0,,0.0,,198.0,,198.0,108.0,59.0,0.0,14.0,1.0,4.0,12.0,0.0
sudan,OPG120,EBC-11384,39.0,,1.0,,62.0,,141.0,,0.0,,0.0,,1.0,,6.0,,0.0,,211.0,,211.0,141.0,62.0,0.0,6.0,1.0,0.0,1.0,0.0
sudan,OPG120,EBC-11433,36.0,,6.0,,77.0,,124.0,,0.0,,1.0,,1.0,,11.0,,0.0,,220.0,,220.0,124.0,77.0,0.0,11.0,1.0,1.0,6.0,0.0
sudan,OPG120,EBC-118033,91.0,,2.0,,43.0,,88.0,,0.0,,1.0,,3.0,,6.0,,0.0,,143.0,,143.0,88.0,43.0,0.0,6.0,3.0,1.0,2.0,0.0
sudan,OPG120,EBC-12035,86.0,,0.0,,86.0,,87.0,,0.0,,0.0,,0.0,,0.0,,0.0,,173.0,,173.0,87.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0
sudan,OPG120,EBC-12412,47.0,,0.0,,83.0,,159.0,,0.0,,0.0,,2.0,,6.0,,0.0,,250.0,,250.0,159.0,83.0,0.0,6.0,2.0,0.0,0.0,0.0
sudan,OPG120,EBC-12508,81.0,,0.0,,45.0,,183.0,,0.0,,1.0,,0.0,,7.0,,0.0,,236.0,,236.0,183.0,45.0,0.0,7.0,0.0,1.0,0.0,0.0
sudan,OPG120,EBC-12565,,99.0,,0.0,,7.0,,3.0,,0.0,,0.0,,1.0,,1.0,,0.0,,12.0,-12.0,-3.0,-7.0,0.0,-1.0,-1.0,0.0,0.0,0.0
sudan,OPG120,EBC-12821,29.0,,0.0,,81.0,,84.0,,0.0,,3.0,,7.0,,10.0,,0.0,,185.0,,185.0,84.0,81.0,0.0,10.0,7.0,3.0,0.0,0.0
sudan,OPG120,EBC-13002,24.0,,11.0,,62.0,,142.0,,0.0,,4.0,,4.0,,11.0,,0.0,,234.0,,234.0,142.0,62.0,0.0,11.0,4.0,4.0,11.0,0.0
sudan,OPG120,EBC-13071,58.0,,0.0,,41.0,,164.0,,0.0,,0.0,,2.0,,0.0,,0.0,,207.0,,207.0,164.0,41.0,0.0,0.0,2.0,0.0,0.0,0.0
sudan,OPG120,EBC-13120,89.0,,0.0,,56.0,,156.0,,0.0,,0.0,,0.0,,19.0,,0.0,,231.0,,231.0,156.0,56.0,0.0,19.0,0.0,0.0,0.0,0.0
sudan,OPG120,EBC-13127,18.0,,0.0,,63.0,,205.0,,0.0,,0.0,,0.0,,5.0,,0.0,,273.0,,273.0,205.0,63.0,0.0,5.0,0.0,0.0,0.0,0.0
sudan,OPG120,EBC-13326,,98.0,,0.0,,7.0,,3.0,,0.0,,0.0,,1.0,,1.0,,0.0,,12.0,-12.0,-3.0,-7.0,0.0,-1.0,-1.0,0.0,0.0,0.0
sudan,OPG120,EBC-13345,,51.0,,0.0,,1.0,,12.0,,0.0,,0.0,,2.0,,0.0,,0.0,,15.0,-15.0,-12.0,-1.0,0.0,0.0,-2.0,0.0,0.0,0.0
sudan,OPG120,EBC-13379,87.0,,0.0,,73.0,,141.0,,0.0,,4.0,,0.0,,14.0,,0.0,,232.0,,232.0,141.0,73.0,0.0,14.0,0.0,4.0,0.0,0.0
sudan,OPG120,EBC-13571,68.0,,12.0,,31.0,,146.0,,0.0,,2.0,,0.0,,9.0,,0.0,,200.0,,200.0,146.0,31.0,0.0,9.0,0.0,2.0,12.0,0.0
sudan,OPG120,EBC-13579,63.0,,0.0,,109.0,,116.0,,0.0,,0.0,,0.0,,5.0,,0.0,,230.0,,230.0,116.0,109.0,0.0,5.0,0.0,0.0,0.0,0.0
sudan,OPG120,EBC-13585,85.0,,1.0,,27.0,,156.0,,0.0,,0.0,,0.0,,1.0,,0.0,,185.0,,185.0,156.0,27.0,0.0,1.0,0.0,0.0,1.0,0.0
sudan,OPG120,EBC-13607,7.0,,0.0,,76.0,,166.0,,0.0,,3.0,,4.0,,1.0,,0.0,,250.0,,250.0,166.0,76.0,0.0,1.0,4.0,3.0,0.0,0.0
sudan,OPG120,EBC-13716,88.0,,0.0,,23.0,,124.0,,0.0,,0.0,,0.0,,0.0,,0.0,,147.0,,147.0,124.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
sudan,OPG120,EBC-13865,,90.0,,0.0,,4.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,5.0,-5.0,0.0,-4.0,0.0,0.0,-1.0,0.0,0.0,0.0
sudan,OPG120,EBC-14020,84.0,,5.0,,45.0,,162.0,,0.0,,2.0,,1.0,,6.0,,0.0,,221.0,,221.0,162.0,45.0,0.0,6.0,1.0,2.0,5.0,0.0
sudan,OPG120,EBC-14057,,44.0,,0.0,,4.0,,4.0,,0.0,,1.0,,2.0,,0.0,,0.0,,11.0,-11.0,-4.0,-4.0,0.0,0.0,-2.0,-1.0,0.0,0.0
sudan,OPG120,EBC-14214,37.0,,5.0,,40.0,,199.0,,0.0,,0.0,,0.0,,9.0,,0.0,,253.0,,253.0,199.0,40.0,0.0,9.0,0.0,0.0,5.0,0.0
sudan,OPG120,EBC-144043,,6.0,,0.0,,6.0,,0.0,,0.0,,0.0,,1.0,,1.0,,0.0,,8.0,-8.0,0.0,-6.0,0.0,-1.0,-1.0,0.0,0.0,0.0
sudan,OPG120,EBC-145156,,62.0,,0.0,,1.0,,3.0,,0.0,,0.0,,1.0,,0.0,,0.0,,5.0,-5.0,-3.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0
sudan,OPG120,EBC-145171,,42.0,,0.0,,1.0,,3.0,,0.0,,0.0,,1.0,,0.0,,0.0,,5.0,-5.0,-3.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0
sudan,OPG120,EBC-145175,,55.0,,0.0,,4.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,5.0,-5.0,0.0,-4.0,0.0,0.0,-1.0,0.0,0.0,0.0
sudan,OPG120,EBC-145226,20.0,,0.0,,77.0,,122.0,,0.0,,2.0,,2.0,,4.0,,0.0,,207.0,,207.0,122.0,77.0,0.0,4.0,2.0,2.0,0.0,0.0
sudan,OPG120,EBC-148031,65.0,,0.0,,64.0,,179.0,,0.0,,1.0,,3.0,,8.0,,0.0,,255.0,,255.0,179.0,64.0,0.0,8.0,3.0,1.0,0.0,0.0
sudan,OPG120,EBC-149094,10.0,,0.0,,58.0,,144.0,,0.0,,1.0,,0.0,,4.0,,0.0,,207.0,,207.0,144.0,58.0,0.0,4.0,0.0,1.0,0.0,0.0
sudan,OPG120,EBC-150066,51.0,,0.0,,48.0,,174.0,,0.0,,1.0,,0.0,,8.0,,0.0,,231.0,,231.0,174.0,48.0,0.0,8.0,0.0,1.0,0.0,0.0
sudan,OPG120,EBC-157073,19.0,,0.0,,31.0,,188.0,,0.0,,3.0,,3.0,,4.0,,0.0,,229.0,,229.0,188.0,31.0,0.0,4.0,3.0,3.0,0.0,0.0
sudan,OPG120,EBC-157206,,10.0,,0.0,,6.0,,3.0,,0.0,,1.0,,1.0,,0.0,,0.0,,11.0,-11.0,-3.0,-6.0,0.0,0.0,-1.0,-1.0,0.0,0.0
sudan,OPG120,EBC-157212,38.0,,0.0,,66.0,,162.0,,0.0,,0.0,,1.0,,4.0,,0.0,,233.0,,233.0,162.0,66.0,0.0,4.0,1.0,0.0,0.0,0.0
sudan,OPG120,EBC-157213,96.0,,6.0,,53.0,,112.0,,0.0,,1.0,,2.0,,9.0,,0.0,,183.0,,183.0,112.0,53.0,0.0,9.0,2.0,1.0,6.0,0.0
sudan,OPG120,EBC-158036,,45.0,,0.0,,3.0,,2.0,,0.0,,1.0,,1.0,,0.0,,0.0,,7.0,-7.0,-2.0,-3.0,0.0,0.0,-1.0,-1.0,0.0,0.0
sudan,OPG120,EBC-159021,,9.0,,0.0,,0.0,,5.0,,0.0,,0.0,,1.0,,0.0,,0.0,,6.0,-6.0,-5.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
sudan,OPG120,EBC-160036,25.0,,2.0,,34.0,,140.0,,0.0,,3.0,,2.0,,4.0,,0.0,,185.0,,185.0,140.0,34.0,0.0,4.0,2.0,3.0,2.0,0.0
sudan,OPG120,EBC-191032,42.0,,10.0,,57.0,,132.0,,0.0,,0.0,,0.0,,8.0,,0.0,,207.0,,207.0,132.0,57.0,0.0,8.0,0.0,0.0,10.0,0.0
sudan,OPG120,EBC-200021,,52.0,,0.0,,2.0,,1.0,,0.0,,1.0,,0.0,,0.0,,0.0,,4.0,-4.0,-1.0,-2.0,0.0,0.0,0.0,-1.0,0.0,0.0
sudan,OPG120,EBC-216028,61.0,,0.0,,57.0,,177.0,,0.0,,1.0,,5.0,,5.0,,0.0,,245.0,,245.0,177.0,57.0,0.0,5.0,5.0,1.0,0.0,0.0
sudan,OPG120,EBC-217022,54.0,,10.0,,41.0,,115.0,,0.0,,2.0,,1.0,,13.0,,0.0,,182.0,,182.0,115.0,41.0,0.0,13.0,1.0,2.0,10.0,0.0
sudan,OPG120,EBC-218043,1.0,,0.0,,33.0,,80.0,,0.0,,4.0,,2.0,,5.0,,0.0,,124.0,,124.0,80.0,33.0,0.0,5.0,2.0,4.0,0.0,0.0
sudan,OPG120,EBC-221084,73.0,,0.0,,66.0,,114.0,,0.0,,3.0,,0.0,,12.0,,0.0,,195.0,,195.0,114.0,66.0,0.0,12.0,0.0,3.0,0.0,0.0
sudan,OPG120,EBC-23629,50.0,,0.0,,42.0,,155.0,,0.0,,0.0,,2.0,,4.0,,0.0,,203.0,,203.0,155.0,42.0,0.0,4.0,2.0,0.0,0.0,0.0
sudan,OPG120,EBC-24031,59.0,,3.0,,72.0,,109.0,,0.0,,1.0,,0.0,,13.0,,0.0,,198.0,,198.0,109.0,72.0,0.0,13.0,0.0,1.0,3.0,0.0
sudan,OPG120,EBC-24042,22.0,,0.0,,0.0,,310.0,,0.0,,0.0,,0.0,,0.0,,0.0,,310.0,,310.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudan,OPG120,EBC-24059,,66.0,,0.0,,5.0,,3.0,,0.0,,0.0,,1.0,,1.0,,0.0,,10.0,-10.0,-3.0,-5.0,0.0,-1.0,-1.0,0.0,0.0,0.0
sudan,OPG120,EBC-249047,92.0,,2.0,,91.0,,156.0,,0.0,,0.0,,0.0,,4.0,,0.0,,253.0,,253.0,156.0,91.0,0.0,4.0,0.0,0.0,2.0,0.0
sudan,OPG120,EBC-251173,28.0,,0.0,,80.0,,177.0,,0.0,,1.0,,0.0,,6.0,,0.0,,264.0,,264.0,177.0,80.0,0.0,6.0,0.0,1.0,0.0,0.0
sudan,OPG120,EBC-252093,67.0,,0.0,,57.0,,136.0,,0.0,,1.0,,1.0,,9.0,,0.0,,204.0,,204.0,136.0,57.0,0.0,9.0,1.0,1.0,0.0,0.0
sudan,OPG120,EBC-252122,34.0,,10.0,,40.0,,114.0,,0.0,,5.0,,2.0,,3.0,,0.0,,174.0,,174.0,114.0,40.0,0.0,3.0,2.0,5.0,10.0,0.0
sudan,OPG120,EBC-26505,,83.0,,0.0,,5.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,6.0,-6.0,0.0,-5.0,0.0,0.0,-1.0,0.0,0.0,0.0
sudan,OPG120,EBC-27083,35.0,,1.0,,10.0,,225.0,,0.0,,0.0,,2.0,,2.0,,0.0,,240.0,,240.0,225.0,10.0,0.0,2.0,2.0,0.0,1.0,0.0
sudan,OPG120,EBC-27265,32.0,,3.0,,22.0,,119.0,,0.0,,0.0,,5.0,,1.0,,0.0,,150.0,,150.0,119.0,22.0,0.0,1.0,5.0,0.0,3.0,0.0
sudan,OPG120,EBC-27284,53.0,,0.0,,41.0,,215.0,,0.0,,0.0,,0.0,,2.0,,0.0,,258.0,,258.0,215.0,41.0,0.0,2.0,0.0,0.0,0.0,0.0
sudan,OPG120,EBC-27345,15.0,,9.0,,38.0,,100.0,,0.0,,3.0,,0.0,,1.0,,0.0,,151.0,,151.0,100.0,38.0,0.0,1.0,0.0,3.0,9.0,0.0
sudan,OPG120,EBC-27428,2.0,,0.0,,95.0,,123.0,,0.0,,0.0,,0.0,,8.0,,0.0,,226.0,,226.0,123.0,95.0,0.0,8.0,0.0,0.0,0.0,0.0
sudan,OPG120,EBC-286055,23.0,,0.0,,63.0,,147.0,,0.0,,3.0,,0.0,,8.0,,0.0,,221.0,,221.0,147.0,63.0,0.0,8.0,0.0,3.0,0.0,0.0
sudan,OPG120,EBC-287064,82.0,,0.0,,37.0,,156.0,,0.0,,2.0,,0.0,,4.0,,0.0,,199.0,,199.0,156.0,37.0,0.0,4.0,0.0,2.0,0.0,0.0
sudan,OPG120,EBC-287070,33.0,,0.0,,36.0,,194.0,,0.0,,0.0,,0.0,,3.0,,0.0,,233.0,,233.0,194.0,36.0,0.0,3.0,0.0,0.0,0.0,0.0
sudan,OPG120,EBC-287092,77.0,,0.0,,69.0,,136.0,,0.0,,0.0,,0.0,,4.0,,0.0,,209.0,,209.0,136.0,69.0,0.0,4.0,0.0,0.0,0.0,0.0
sudan,OPG120,EBC-287104,80.0,,0.0,,39.0,,168.0,,0.0,,2.0,,2.0,,4.0,,0.0,,215.0,,215.0,168.0,39.0,0.0,4.0,2.0,2.0,0.0,0.0
sudan,OPG120,EBC-288044,79.0,,0.0,,39.0,,155.0,,0.0,,0.0,,2.0,,6.0,,0.0,,202.0,,202.0,155.0,39.0,0.0,6.0,2.0,0.0,0.0,0.0
sudan,OPG120,EBC-288045,97.0,,2.0,,41.0,,175.0,,0.0,,1.0,,1.0,,3.0,,0.0,,223.0,,223.0,175.0,41.0,0.0,3.0,1.0,1.0,2.0,0.0
sudan,OPG120,EBC-289056,,54.0,,0.0,,5.0,,4.0,,0.0,,0.0,,2.0,,1.0,,0.0,,12.0,-12.0,-4.0,-5.0,0.0,-1.0,-2.0,0.0,0.0,0.0
sudan,OPG120,EBC-289057,78.0,,0.0,,40.0,,153.0,,0.0,,2.0,,3.0,,2.0,,0.0,,200.0,,200.0,153.0,40.0,0.0,2.0,3.0,2.0,0.0,0.0
sudan,OPG120,EBC-289112,48.0,,0.0,,36.0,,167.0,,0.0,,4.0,,4.0,,5.0,,0.0,,216.0,,216.0,167.0,36.0,0.0,5.0,4.0,4.0,0.0,0.0
sudan,OPG120,EBC-290041,9.0,,3.0,,144.0,,146.0,,0.0,,4.0,,3.0,,14.0,,0.0,,314.0,,314.0,146.0,144.0,0.0,14.0,3.0,4.0,3.0,0.0
sudan,OPG120,EBC-291056,74.0,,0.0,,39.0,,156.0,,0.0,,3.0,,0.0,,7.0,,0.0,,205.0,,205.0,156.0,39.0,0.0,7.0,0.0,3.0,0.0,0.0
sudan,OPG120,EBC-291131,,35.0,,0.0,,2.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,3.0,-3.0,0.0,-2.0,0.0,0.0,0.0,-1.0,0.0,0.0
sudan,OPG120,EBC-291159,13.0,,0.0,,48.0,,178.0,,0.0,,0.0,,1.0,,8.0,,0.0,,235.0,,235.0,178.0,48.0,0.0,8.0,1.0,0.0,0.0,0.0
sudan,OPG120,EBC-291167,66.0,,8.0,,75.0,,118.0,,0.0,,0.0,,1.0,,12.0,,0.0,,214.0,,214.0,118.0,75.0,0.0,12.0,1.0,0.0,8.0,0.0
sudan,OPG120,EBC-292060,70.0,,3.0,,36.0,,122.0,,0.0,,6.0,,1.0,,12.0,,0.0,,180.0,,180.0,122.0,36.0,0.0,12.0,1.0,6.0,3.0,0.0
sudan,OPG120,EBC-303070,98.0,,0.0,,30.0,,163.0,,0.0,,3.0,,2.0,,7.0,,0.0,,205.0,,205.0,163.0,30.0,0.0,7.0,2.0,3.0,0.0,0.0
sudan,OPG120,EBC-306048,43.0,,9.0,,87.0,,80.0,,0.0,,0.0,,0.0,,11.0,,0.0,,187.0,,187.0,80.0,87.0,0.0,11.0,0.0,0.0,9.0,0.0
sudan,OPG120,EBC-309072,27.0,,1.0,,85.0,,134.0,,0.0,,7.0,,2.0,,8.0,,0.0,,237.0,,237.0,134.0,85.0,0.0,8.0,2.0,7.0,1.0,0.0
sudan,OPG120,EBC-44189,,49.0,,0.0,,6.0,,3.0,,0.0,,0.0,,1.0,,1.0,,0.0,,11.0,-11.0,-3.0,-6.0,0.0,-1.0,-1.0,0.0,0.0,0.0
sudan,OPG120,EBC-44365,95.0,,6.0,,52.0,,124.0,,0.0,,1.0,,1.0,,17.0,,0.0,,201.0,,201.0,124.0,52.0,0.0,17.0,1.0,1.0,6.0,0.0
sudan,OPG120,EBC-44401,44.0,,5.0,,52.0,,152.0,,0.0,,0.0,,1.0,,7.0,,0.0,,217.0,,217.0,152.0,52.0,0.0,7.0,1.0,0.0,5.0,0.0
sudan,OPG120,EBC-44402,49.0,,7.0,,78.0,,153.0,,0.0,,2.0,,4.0,,9.0,,0.0,,253.0,,253.0,153.0,78.0,0.0,9.0,4.0,2.0,7.0,0.0
sudan,OPG120,EBC-46024,69.0,,0.0,,84.0,,119.0,,0.0,,3.0,,1.0,,6.0,,0.0,,213.0,,213.0,119.0,84.0,0.0,6.0,1.0,3.0,0.0,0.0
sudan,OPG120,EBC-46057,3.0,,0.0,,47.0,,198.0,,0.0,,1.0,,1.0,,7.0,,0.0,,254.0,,254.0,198.0,47.0,0.0,7.0,1.0,1.0,0.0,0.0
sudan,OPG120,EBC-46294,6.0,,1.0,,129.0,,133.0,,0.0,,4.0,,0.0,,12.0,,0.0,,279.0,,279.0,133.0,129.0,0.0,12.0,0.0,4.0,1.0,0.0
sudan,OPG120,EBC-47073,71.0,,8.0,,91.0,,119.0,,0.0,,3.0,,0.0,,22.0,,0.0,,243.0,,243.0,119.0,91.0,0.0,22.0,0.0,3.0,8.0,0.0
sudan,OPG120,EBC-47119,76.0,,0.0,,116.0,,133.0,,0.0,,0.0,,1.0,,15.0,,0.0,,265.0,,265.0,133.0,116.0,0.0,15.0,1.0,0.0,0.0,0.0
sudan,OPG120,EBC-47188,,87.0,,0.0,,5.0,,3.0,,0.0,,0.0,,1.0,,1.0,,0.0,,10.0,-10.0,-3.0,-5.0,0.0,-1.0,-1.0,0.0,0.0,0.0
sudan,OPG120,EBC-47288,,93.0,,0.0,,5.0,,2.0,,0.0,,1.0,,0.0,,0.0,,0.0,,8.0,-8.0,-2.0,-5.0,0.0,0.0,0.0,-1.0,0.0,0.0
sudan,OPG120,EBC-48186,5.0,,19.0,,28.0,,98.0,,0.0,,0.0,,1.0,,5.0,,0.0,,151.0,,151.0,98.0,28.0,0.0,5.0,1.0,0.0,19.0,0.0
sudan,OPG120,EBC-48188,56.0,,0.0,,77.0,,166.0,,0.0,,4.0,,2.0,,5.0,,0.0,,254.0,,254.0,166.0,77.0,0.0,5.0,2.0,4.0,0.0,0.0
sudan,OPG120,EBC-63089,4.0,,6.0,,119.0,,116.0,,0.0,,2.0,,2.0,,15.0,,0.0,,260.0,,260.0,116.0,119.0,0.0,15.0,2.0,2.0,6.0,0.0
sudan,OPG120,EBC-84050,14.0,,4.0,,52.0,,153.0,,0.0,,6.0,,3.0,,6.0,,0.0,,224.0,,224.0,153.0,52.0,0.0,6.0,3.0,6.0,4.0,0.0
sudan,OPG154,EBC-00627,,49.0,,0.0,,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudan,OPG154,EBC-00636,95.0,,0.0,,19.0,,125.0,,0.0,,0.0,,0.0,,11.0,,0.0,,155.0,,155.0,125.0,19.0,0.0,11.0,0.0,0.0,0.0,0.0
sudan,OPG154,EBC-00670,,74.0,,0.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudan,OPG154,EBC-00676,,42.0,,1.0,,2.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0
sudan,OPG154,EBC-00711,12.0,,0.0,,12.0,,164.0,,0.0,,0.0,,0.0,,7.0,,0.0,,183.0,,183.0,164.0,12.0,0.0,7.0,0.0,0.0,0.0,0.0
sudan,OPG154,EBC-02025,,3.0,,0.0,,1.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,-3.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
sudan,OPG154,EBC-02060,,64.0,,0.0,,1.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
sudan,OPG154,EBC-02079,4.0,,0.0,,28.0,,142.0,,0.0,,0.0,,1.0,,4.0,,0.0,,175.0,,175.0,142.0,28.0,0.0,4.0,1.0,0.0,0.0,0.0
sudan,OPG154,EBC-02080,61.0,,0.0,,29.0,,132.0,,0.0,,0.0,,3.0,,1.0,,0.0,,165.0,,165.0,132.0,29.0,0.0,1.0,3.0,0.0,0.0,0.0
sudan,OPG154,EBC-03100,,4.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
sudan,OPG154,EBC-03114,,65.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudan,OPG154,EBC-03159,,71.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,2.0,,0.0,,3.0,-3.0,-1.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
sudan,OPG154,EBC-03567,,59.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudan,OPG154,EBC-03694,,48.0,,0.0,,0.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sudan,OPG154,EBC-03727,,98.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,1.0,,0.0,,2.0,-2.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
sudan,OPG154,EBC-03738,,30.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
sudan,OPG154,EBC-03743,,51.0,,0.0,,1.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
sudan,OPG154,EBC-03754,,91.0,,0.0,,0.0,,5.0,,0.0,,0.0,,1.0,,0.0,,0.0,,6.0,-6.0,-5.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
